OrderID,OrderDate,CustomerID,CustomerName,Region,Country,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice,Discount,Profit
ORD1731,2022-10-25 00:00:00,CUST674,Elizabeth Ballard,South America,Australia,HEADP372,Headphones,Electronics,12,865.98,9768.25,0.06,2656.29
ORD1453,2023-09-22 00:00:00,CUST625,Melinda Murphy,South America,China,SWEAT891,Sweater,Clothing,4,203,730.8,0.1,90.49
ORD1431,2022-04-25 00:00:00,CUST566,Miranda Larson,Europe,India,PHONE526,Phone,Electronics,19,209.64,2867.88,0.28,693.19
ORD1039,2022-07-09 00:00:00,CUST646,Paul Sanders Jr.,Australia,Germany,JACKE670,Jacket,Clothing,8,294.67,1815.17,0.23,497.11
ORD1677,2022-02-28 00:00:00,CUST523,Ryan Rios,South America,Germany,TABLE530,Tablet,Electronics,1,235.26,195.27,0.17,32.43
ORD1058,2022-02-06 00:00:00,CUST632,Christopher Brown,North America,Brazil,COMIC163,Comics,Books,15,588.92,7067.04,0.2,946.52
ORD1812,2023-03-30 00:00:00,CUST682,Zachary Jackson,North America,Brazil,BIOGR151,Biography,Books,2,876.82,1595.81,0.09,411.54
ORD1983,2022-11-27 00:00:00,CUST601,George Warren,Asia,Australia,T-SHI751,T-Shirt,Clothing,2,594.52,1105.81,0.07,232.98
ORD1078,2022-06-16 00:00:00,CUST550,James Cooper,Asia,Canada,FICTI379,Fiction,Books,20,123.42,2098.14,0.15,270.79
ORD1080,2023-08-28 00:00:00,CUST510,Anthony Rivera,Europe,UK,JEANS133,Jeans,Clothing,17,142.39,2178.57,0.1,223.91
ORD1437,2022-12-02 00:00:00,CUST647,Timothy Davidson,Australia,UK,JEANS980,Jeans,Clothing,2,655,1244.5,0.05,365.16
ORD1450,2022-03-02 00:00:00,CUST525,Colton Park,North America,UK,COMIC673,Comics,Books,12,87,751.68,0.28,157.52
ORD1565,2022-09-07 00:00:00,CUST571,Angela Howe,North America,Australia,TABLE149,Tablet,Electronics,14,642.38,7734.26,0.14,1143.12
ORD1069,2022-11-09 00:00:00,CUST564,Richard Nunez,North America,USA,NON-F394,Non-Fiction,Books,10,206.5,1652,0.2,239.69
ORD1900,2022-01-13 00:00:00,CUST675,Parker Jones,Europe,Canada,RUG119,Rug,Home Decor,4,477.72,1796.23,0.06,470.62
ORD1067,2023-03-04 00:00:00,CUST631,Joanna Walker,North America,UK,FICTI683,Fiction,Books,18,88.67,1580.1,0.01,377.76
ORD1790,2023-11-02 00:00:00,CUST615,Karen Garrett,Asia,Canada,BIOGR276,Biography,Books,12,452.89,5108.6,0.06,825.82
ORD1939,2022-03-12 00:00:00,CUST594,Martin Morris,Europe,Brazil,LAMP925,Lamp,Home Decor,10,824.13,7417.17,0.1,1444.68
ORD1503,2022-03-07 00:00:00,CUST520,Robert Suarez,South America,Canada,T-SHI216,T-Shirt,Clothing,1,899.1,728.27,0.19,85.31
ORD1121,2023-09-22 00:00:00,CUST661,David Peterson,Europe,Brazil,TABLE686,Tablet,Electronics,10,478.44,4258.12,0.11,668.73
ORD1388,2022-05-03 00:00:00,CUST611,Sally Moran,Asia,Germany,CURTA564,Curtain,Home Decor,2,216.84,364.29,0.16,70.47
ORD1408,2023-08-05 00:00:00,CUST592,Laura Young,Australia,India,CURTA822,Curtain,Home Decor,7,806.12,4344.99,0.23,1017.44
ORD1422,2023-07-04 00:00:00,CUST656,Stephanie Stein,Asia,UK,TABLE444,Tablet,Electronics,19,133.1,2427.74,0.04,495.96
ORD1872,2023-07-20 00:00:00,CUST650,Tara Nelson,North America,China,COMIC821,Comics,Books,2,464.46,678.11,0.27,142.95
ORD1470,2022-09-03 00:00:00,CUST670,Julie Ramirez,Asia,Canada,T-SHI757,T-Shirt,Clothing,18,940.99,12872.74,0.24,2956.94
ORD1243,2022-08-14 00:00:00,CUST531,Amy Graham,South America,UK,JACKE697,Jacket,Clothing,14,178.84,2128.2,0.15,415.79
ORD1563,2022-12-05 00:00:00,CUST616,Alice Hahn,Asia,India,PHONE893,Phone,Electronics,15,252.38,2990.7,0.21,671.29
ORD1351,2022-07-09 00:00:00,CUST543,Laurie Harris,South America,China,LAPTO181,Laptop,Electronics,14,91.39,1036.36,0.19,266.73
ORD1444,2022-03-09 00:00:00,CUST644,Elizabeth Ramirez,North America,Germany,JACKE607,Jacket,Clothing,19,171.42,2442.73,0.25,689
ORD1337,2022-04-24 00:00:00,CUST502,Jason Brown,South America,India,TABLE195,Tablet,Electronics,10,893.59,7327.44,0.18,1462.95
ORD1656,2023-07-30 00:00:00,CUST582,Michael Moses,South America,China,LAMP845,Lamp,Home Decor,12,779.86,8328.9,0.11,930.42
ORD1404,2022-08-29 00:00:00,CUST618,Luis Wilson,North America,UK,LAPTO147,Laptop,Electronics,16,739.59,9585.09,0.19,1919.91
ORD1538,2023-08-07 00:00:00,CUST569,Gina Allen,North America,Brazil,NON-F989,Non-Fiction,Books,20,876.77,14203.67,0.19,2748.07
ORD1610,2022-06-04 00:00:00,CUST693,Adam Owens,Australia,China,LAMP563,Lamp,Home Decor,1,749.34,689.39,0.08,196.93
ORD1366,2022-01-10 00:00:00,CUST573,James Baker,South America,China,LAPTO769,Laptop,Electronics,6,63.18,363.92,0.04,85.62
ORD1639,2023-09-14 00:00:00,CUST590,Patrick Arellano,Australia,UK,NON-F163,Non-Fiction,Books,19,191.76,3388.4,0.07,862.48
ORD1697,2022-10-11 00:00:00,CUST670,Kevin Wilson,South America,China,PHONE351,Phone,Electronics,19,230.51,3197.17,0.27,725.4
ORD1756,2023-08-04 00:00:00,CUST604,Kelly Munoz,North America,India,LAPTO716,Laptop,Electronics,10,511.38,4755.83,0.07,628.91
ORD1922,2023-06-09 00:00:00,CUST550,Elizabeth Oneal,Australia,USA,MIRRO898,Mirror,Home Decor,3,682.43,1760.67,0.14,304.38
ORD1350,2023-01-24 00:00:00,CUST648,Christopher Smith,South America,Brazil,JACKE641,Jacket,Clothing,12,447.22,4078.65,0.24,900.38
ORD1406,2023-12-02 00:00:00,CUST584,Ashley Moore,Europe,Canada,NON-F371,Non-Fiction,Books,14,326.42,3701.6,0.19,756.97
ORD1160,2022-07-19 00:00:00,CUST622,Jillian Long,Europe,UK,FICTI758,Fiction,Books,20,455.29,8195.22,0.1,1414.67
ORD1738,2023-09-23 00:00:00,CUST532,Melissa Short,Australia,China,JACKE444,Jacket,Clothing,8,790.98,6264.56,0.01,1549.58
ORD1481,2022-11-24 00:00:00,CUST544,Jennifer Pennington,South America,UK,COMIC727,Comics,Books,19,478.02,7992.49,0.12,1595.63
ORD1950,2022-03-03 00:00:00,CUST594,Mary Jones,Australia,USA,SWEAT584,Sweater,Clothing,15,347.04,4841.21,0.07,490.19
ORD1840,2022-04-15 00:00:00,CUST648,Ryan Rosales,North America,India,T-SHI342,T-Shirt,Clothing,7,332.95,2074.28,0.11,581.81
ORD1041,2022-09-21 00:00:00,CUST636,Stephanie Young,Europe,China,SWEAT421,Sweater,Clothing,8,522.93,3430.42,0.18,637.27
ORD1984,2022-07-29 00:00:00,CUST537,Ryan Shea,South America,Canada,PHONE756,Phone,Electronics,19,979.07,13951.75,0.25,3808.52
ORD1426,2023-05-04 00:00:00,CUST683,Bryan Adams,North America,Australia,RUG743,Rug,Home Decor,1,403.17,342.69,0.15,88.55
ORD1096,2022-09-11 00:00:00,CUST624,Monique Mercer,Australia,Germany,JEANS191,Jeans,Clothing,15,518.95,7083.67,0.09,1152.48
ORD1922,2022-10-13 00:00:00,CUST640,Shannon Baker,Europe,Brazil,NON-F378,Non-Fiction,Books,3,869.91,2218.27,0.15,269.44
ORD1138,2023-06-18 00:00:00,CUST641,Joseph Walker,Australia,Australia,NON-F419,Non-Fiction,Books,11,717.24,5601.64,0.29,855.42
ORD1272,2023-03-12 00:00:00,CUST698,Gregory Jackson,Australia,Brazil,FICTI239,Fiction,Books,11,108.39,1001.52,0.16,126.74
ORD1931,2022-02-13 00:00:00,CUST507,Matthew Brown,Europe,Brazil,HEADP120,Headphones,Electronics,13,737.73,7576.49,0.21,1632.89
ORD1811,2022-07-16 00:00:00,CUST676,Matthew Brown,Australia,Canada,HEADP266,Headphones,Electronics,5,643.14,3183.54,0.01,371.23
ORD1549,2022-03-18 00:00:00,CUST686,Jason Barnes,Australia,Germany,HEADP146,Headphones,Electronics,7,665.92,3309.62,0.29,500.83
ORD1992,2022-10-22 00:00:00,CUST545,Michael Meyer,Australia,Canada,NON-F966,Non-Fiction,Books,20,733.99,11156.65,0.24,2895.6
ORD1272,2022-09-16 00:00:00,CUST640,Amy Dougherty,Asia,China,SWEAT267,Sweater,Clothing,14,433.99,5164.48,0.15,834.25
ORD1740,2023-07-14 00:00:00,CUST673,Daniel White,North America,China,JACKE586,Jacket,Clothing,1,754.1,618.36,0.18,163.42
ORD1668,2022-11-08 00:00:00,CUST698,James Williams,Europe,UK,MIRRO736,Mirror,Home Decor,12,432.08,3733.17,0.28,893.49
ORD1243,2022-02-04 00:00:00,CUST643,Kevin Wilson,North America,Brazil,JEANS333,Jeans,Clothing,13,461.2,4556.66,0.24,543.45
ORD1220,2022-08-06 00:00:00,CUST610,Paul Huynh,Europe,Canada,HEADP973,Headphones,Electronics,16,977.57,11730.84,0.25,3234.87
ORD1218,2023-02-15 00:00:00,CUST583,Timothy Bentley,Europe,Germany,FICTI476,Fiction,Books,4,915.75,2747.25,0.25,677.72
ORD1418,2023-10-29 00:00:00,CUST578,John Barr,Asia,Canada,MIRRO698,Mirror,Home Decor,14,803.11,9107.27,0.19,1844.65
ORD1650,2023-04-09 00:00:00,CUST587,Connor Watkins,Asia,Brazil,PHONE396,Phone,Electronics,12,681.02,8090.52,0.01,2297.18
ORD1783,2023-01-17 00:00:00,CUST618,Veronica Smith,Australia,India,LAMP777,Lamp,Home Decor,7,114.81,626.86,0.22,91.05
ORD1407,2023-01-18 00:00:00,CUST541,Calvin Vang,Europe,Australia,LAMP698,Lamp,Home Decor,16,180.61,2716.37,0.06,281.74
ORD1870,2023-12-06 00:00:00,CUST677,Alyssa Gamble,Asia,China,RUG981,Rug,Home Decor,16,958.52,12729.15,0.17,2365.84
ORD1677,2023-04-13 00:00:00,CUST658,Omar Steele,Europe,India,HEADP997,Headphones,Electronics,4,445.35,1389.49,0.22,292.78
ORD1461,2022-05-02 00:00:00,CUST583,Taylor Kennedy,North America,UK,FICTI952,Fiction,Books,7,907.77,6100.21,0.04,769.92
ORD1002,2022-12-02 00:00:00,CUST692,Molly Weeks,South America,China,LAPTO942,Laptop,Electronics,9,729.01,5904.98,0.1,1648.16
ORD1939,2023-08-02 00:00:00,CUST678,Ashley Hurley,Australia,USA,RUG828,Rug,Home Decor,17,595.75,9216.25,0.09,1909.68
ORD1081,2023-04-29 00:00:00,CUST538,Elizabeth Kelly DVM,South America,India,HEADP744,Headphones,Electronics,19,482.3,6872.78,0.25,844.71
ORD1325,2023-10-02 00:00:00,CUST618,Corey Smith,North America,Canada,COMIC213,Comics,Books,11,647.18,5908.75,0.17,798.32
ORD1617,2022-06-14 00:00:00,CUST553,Evelyn Graves,Australia,Canada,PHONE485,Phone,Electronics,16,902.19,12414.13,0.14,2267.41
ORD1062,2023-12-03 00:00:00,CUST613,Kenneth Gonzales Jr.,Australia,India,MIRRO276,Mirror,Home Decor,6,679.64,3547.72,0.13,977.68
ORD1770,2022-07-31 00:00:00,CUST527,Hunter Jackson,North America,USA,JACKE962,Jacket,Clothing,7,407.06,2507.49,0.12,603.6
ORD1678,2023-01-11 00:00:00,CUST531,Vanessa Patterson,Australia,Brazil,T-SHI223,T-Shirt,Clothing,12,603.09,6585.74,0.09,1501.32
ORD1272,2022-06-01 00:00:00,CUST565,Rachel Price,Europe,UK,FICTI734,Fiction,Books,15,93.07,1284.37,0.08,212.82
ORD1080,2023-11-15 00:00:00,CUST637,Kim Bryant,Australia,UK,SWEAT725,Sweater,Clothing,7,831.8,5589.7,0.04,1363.84
ORD1878,2022-12-02 00:00:00,CUST637,Ashley Bennett,Asia,UK,HEADP194,Headphones,Electronics,4,120,393.6,0.18,62.7
ORD1819,2023-10-29 00:00:00,CUST596,Lisa Hicks,North America,UK,FICTI295,Fiction,Books,4,220.29,713.74,0.19,85.08
ORD1383,2022-06-04 00:00:00,CUST635,Elizabeth Rodriguez,Europe,Germany,BIOGR948,Biography,Books,10,537.76,4839.84,0.1,1172.17
ORD1880,2023-08-18 00:00:00,CUST636,Ernest Stewart,Europe,Australia,CURTA402,Curtain,Home Decor,11,197.68,1717.84,0.21,305.08
ORD1459,2023-06-15 00:00:00,CUST510,Margaret Graham,Europe,Australia,COMIC468,Comics,Books,12,301.16,2602.02,0.28,480.86
ORD1445,2022-07-26 00:00:00,CUST607,Charles Allen,North America,Brazil,BIOGR383,Biography,Books,12,524.26,5095.81,0.19,1060.93
ORD1653,2023-11-22 00:00:00,CUST687,Carolyn Stone,South America,Germany,HEADP868,Headphones,Electronics,10,437.46,4374.6,0,923.37
ORD1781,2022-06-22 00:00:00,CUST544,Adam Rogers,Australia,Germany,CURTA257,Curtain,Home Decor,15,258.5,3063.23,0.21,320.83
ORD1060,2022-01-28 00:00:00,CUST649,Samuel Schmidt,Australia,Australia,RUG665,Rug,Home Decor,16,861.06,10194.95,0.26,1347.41
ORD1953,2023-10-24 00:00:00,CUST584,Jeffery Richards,Asia,Canada,FICTI918,Fiction,Books,16,278.76,4370.96,0.02,671.57
ORD1716,2023-06-02 00:00:00,CUST536,Priscilla Hays,North America,Germany,NON-F516,Non-Fiction,Books,3,33.57,96.68,0.04,13.35
ORD1615,2023-03-26 00:00:00,CUST517,Carl Pearson,Australia,USA,SWEAT351,Sweater,Clothing,18,584.05,8935.97,0.15,2362.13
ORD1622,2023-01-12 00:00:00,CUST684,Matthew Phillips,North America,Brazil,SWEAT843,Sweater,Clothing,1,211.93,180.14,0.15,43.57
ORD1232,2023-03-09 00:00:00,CUST530,Brandon Cain,Europe,Germany,FICTI511,Fiction,Books,16,56.19,818.13,0.09,146.05
ORD1129,2023-05-27 00:00:00,CUST622,Eric Wright,Europe,UK,BIOGR641,Biography,Books,17,663.45,8571.77,0.24,1472.86
ORD1381,2023-12-02 00:00:00,CUST569,Kimberly Dixon,North America,USA,T-SHI845,T-Shirt,Clothing,20,461.09,7285.22,0.21,768.11
ORD1954,2023-12-19 00:00:00,CUST602,Ricky Cummings,Europe,Brazil,BIOGR998,Biography,Books,14,137.66,1522.52,0.21,341.19
ORD1282,2023-06-23 00:00:00,CUST518,Jessica Jones,North America,Brazil,LAPTO561,Laptop,Electronics,2,328.07,603.65,0.08,144.09
ORD1999,2022-09-20 00:00:00,CUST662,David Saunders,Europe,Germany,LAPTO512,Laptop,Electronics,16,762.91,9643.18,0.21,1387.83
ORD1045,2023-09-29 00:00:00,CUST508,Brendan Wagner,Asia,Canada,MIRRO422,Mirror,Home Decor,11,378.07,3576.54,0.14,708.7
ORD1343,2023-10-30 00:00:00,CUST628,Thomas Acosta,North America,India,TABLE186,Tablet,Electronics,3,358.32,892.22,0.17,136.19
ORD1383,2023-09-24 00:00:00,CUST640,Emily Camacho,North America,Brazil,HEADP788,Headphones,Electronics,15,789.9,10071.23,0.15,1963.5
ORD1288,2023-09-11 00:00:00,CUST587,Toni Rodriguez,South America,Germany,LAPTO159,Laptop,Electronics,1,65.69,46.64,0.29,11.08
ORD1636,2022-10-31 00:00:00,CUST661,Tina Peck,Asia,India,FICTI862,Fiction,Books,16,355.66,4609.35,0.19,681.24
ORD1242,2022-10-14 00:00:00,CUST633,Alexis Lee,Australia,UK,MIRRO588,Mirror,Home Decor,16,126.12,1836.31,0.09,230.91
ORD1962,2023-03-19 00:00:00,CUST657,Cynthia Jordan,South America,Australia,LAPTO436,Laptop,Electronics,16,27.21,391.82,0.1,101.57
ORD1012,2022-01-02 00:00:00,CUST557,Peter Lewis,Asia,China,LAMP306,Lamp,Home Decor,4,584.65,2174.9,0.07,482.28
ORD1939,2022-12-26 00:00:00,CUST508,Lori Olson,South America,China,FICTI959,Fiction,Books,17,808.9,11826.12,0.14,1455.78
ORD1756,2022-08-05 00:00:00,CUST676,Gregory Wise,South America,USA,JEANS128,Jeans,Clothing,4,291.28,990.35,0.15,273.52
ORD1384,2022-05-01 00:00:00,CUST666,Timothy Gould,South America,India,MIRRO412,Mirror,Home Decor,6,372.55,1810.59,0.19,537.2
ORD1060,2022-11-22 00:00:00,CUST592,Sylvia Rivas,Asia,Germany,NON-F962,Non-Fiction,Books,10,676.88,5888.86,0.13,886.95
ORD1215,2022-04-26 00:00:00,CUST646,Matthew Foster,South America,UK,T-SHI215,T-Shirt,Clothing,3,358.11,805.75,0.25,102.64
ORD1586,2022-12-31 00:00:00,CUST631,Olivia Stevens,North America,Brazil,TABLE589,Tablet,Electronics,10,870.63,6877.98,0.21,881.62
ORD1712,2023-03-11 00:00:00,CUST639,Sherry Davis,Asia,Brazil,COMIC173,Comics,Books,10,741.32,7264.94,0.02,1288.72
ORD1620,2022-03-23 00:00:00,CUST619,Stephanie Cole,Europe,USA,CURTA880,Curtain,Home Decor,4,860.69,3236.19,0.06,376.25
ORD1029,2022-12-21 00:00:00,CUST600,Maria Reeves,Australia,USA,SWEAT911,Sweater,Clothing,18,863.35,11189.02,0.28,3275.25
ORD1157,2022-03-09 00:00:00,CUST537,Andrea Mason,North America,Australia,FICTI472,Fiction,Books,11,835.21,6614.86,0.28,1682.03
ORD1549,2023-01-15 00:00:00,CUST649,Lisa Duke,Europe,Germany,LAPTO522,Laptop,Electronics,10,643.82,4506.74,0.3,594.98
ORD1578,2023-03-06 00:00:00,CUST521,Jennifer Brown,North America,USA,LAMP883,Lamp,Home Decor,20,130.3,2527.82,0.03,629.89
ORD1874,2023-08-19 00:00:00,CUST510,Annette Ellis,South America,Canada,FICTI225,Fiction,Books,16,796.53,11215.14,0.12,1154.99
ORD1081,2022-07-09 00:00:00,CUST639,Natasha Joyce,Asia,China,SWEAT451,Sweater,Clothing,18,353.89,4586.41,0.28,602.43
ORD1824,2023-10-03 00:00:00,CUST595,Tyler Ramsey,South America,Germany,LAMP467,Lamp,Home Decor,11,959.95,10242.67,0.03,1632.84
ORD1933,2023-10-29 00:00:00,CUST543,David Horton,South America,Canada,NON-F625,Non-Fiction,Books,3,949.55,2734.7,0.04,591.3
ORD1145,2023-01-16 00:00:00,CUST531,Jennifer Mccarthy,Europe,Germany,LAPTO654,Laptop,Electronics,11,975.64,9873.48,0.08,1610.33
ORD1826,2023-12-09 00:00:00,CUST661,Lauren Deleon,North America,China,MIRRO527,Mirror,Home Decor,15,822.69,11846.74,0.04,2337.17
ORD1032,2022-03-28 00:00:00,CUST629,Patrick Smith,South America,Australia,MIRRO435,Mirror,Home Decor,15,258.64,3064.88,0.21,423.88
ORD1787,2023-07-26 00:00:00,CUST693,Michael Parker,Australia,Canada,BIOGR795,Biography,Books,8,771.21,5984.59,0.03,946.73
ORD1720,2023-12-11 00:00:00,CUST595,James Sutton,Australia,Canada,PHONE254,Phone,Electronics,14,805.83,7897.13,0.3,874.47
ORD1224,2022-01-17 00:00:00,CUST696,Mr. Christian Wright,North America,India,CURTA212,Curtain,Home Decor,15,448.2,4840.56,0.28,1086.09
ORD1243,2023-12-26 00:00:00,CUST571,Corey Wagner,South America,Germany,SWEAT726,Sweater,Clothing,4,208.92,685.26,0.18,158.86
ORD1219,2023-06-04 00:00:00,CUST691,Christina Garcia,South America,Brazil,FICTI928,Fiction,Books,9,838.85,7323.16,0.03,1576.03
ORD1133,2022-07-14 00:00:00,CUST699,Amy Rojas,North America,China,NON-F356,Non-Fiction,Books,4,643.01,2546.32,0.01,597.77
ORD1599,2023-02-16 00:00:00,CUST689,Thomas Gomez,Australia,Brazil,T-SHI709,T-Shirt,Clothing,8,215.5,1689.52,0.02,275.08
ORD1245,2022-07-20 00:00:00,CUST690,Elaine King,Europe,Canada,RUG709,Rug,Home Decor,9,458.29,2887.23,0.3,462.74
ORD1932,2023-11-05 00:00:00,CUST698,Ronald Price,Australia,Germany,LAMP273,Lamp,Home Decor,15,669.28,7228.22,0.28,1499.58
ORD1414,2023-02-11 00:00:00,CUST683,Jennifer Johnson,Asia,Canada,T-SHI723,T-Shirt,Clothing,16,668.88,8133.58,0.24,1167.69
ORD1261,2022-04-16 00:00:00,CUST607,Christopher Smith,South America,UK,CURTA597,Curtain,Home Decor,8,109.87,808.64,0.08,206.52
ORD1389,2022-04-30 00:00:00,CUST588,Matthew Farmer,South America,India,LAPTO135,Laptop,Electronics,4,642.04,2105.89,0.18,466.14
ORD1677,2023-04-15 00:00:00,CUST659,Nathan Johnson,Europe,India,SWEAT414,Sweater,Clothing,10,500.58,4605.34,0.08,1363.97
ORD1613,2023-03-09 00:00:00,CUST520,Aaron Farrell,Asia,Australia,LAPTO477,Laptop,Electronics,4,491.61,1848.45,0.06,520.32
ORD1312,2023-06-29 00:00:00,CUST631,Elizabeth Jones,Australia,Canada,TABLE898,Tablet,Electronics,14,140.69,1615.12,0.18,254.81
ORD1175,2022-11-02 00:00:00,CUST664,Stephanie Hart,Europe,UK,JACKE234,Jacket,Clothing,14,164.28,2138.93,0.07,487.98
ORD1615,2022-02-08 00:00:00,CUST530,Timothy Solis,Asia,Germany,JACKE919,Jacket,Clothing,13,244.56,2448.05,0.23,251.15
ORD1111,2023-01-06 00:00:00,CUST567,Brandy Gallagher,North America,UK,MIRRO374,Mirror,Home Decor,10,324.38,3114.05,0.04,401.39
ORD1291,2022-06-30 00:00:00,CUST514,Jacob Lee,Europe,Australia,RUG281,Rug,Home Decor,2,320.79,558.17,0.13,167.12
ORD1577,2022-01-19 00:00:00,CUST529,Samuel Henderson,North America,UK,LAMP394,Lamp,Home Decor,3,740.39,1621.45,0.27,362.54
ORD1765,2023-11-29 00:00:00,CUST587,Anna Carter,North America,Canada,LAMP856,Lamp,Home Decor,1,342.95,318.94,0.07,46.29
ORD1343,2023-01-21 00:00:00,CUST559,John Bailey,Australia,India,MIRRO376,Mirror,Home Decor,18,128.18,1891.94,0.18,227.44
ORD1478,2023-11-16 00:00:00,CUST569,Angela Chung,Europe,Canada,HEADP252,Headphones,Electronics,2,178.5,346.29,0.03,70.37
ORD1120,2023-04-05 00:00:00,CUST698,Nancy Smith MD,South America,Canada,BIOGR915,Biography,Books,9,864.44,6379.57,0.18,762.44
ORD1404,2023-03-20 00:00:00,CUST653,Kristina Escobar,Asia,China,JEANS563,Jeans,Clothing,12,899.89,9394.85,0.13,1773.2
ORD1724,2022-01-04 00:00:00,CUST675,Tom Roberts,Asia,Australia,LAPTO317,Laptop,Electronics,11,984.42,9312.61,0.14,1785.92
ORD1570,2022-03-29 00:00:00,CUST626,James Huffman,North America,Australia,T-SHI686,T-Shirt,Clothing,3,143.82,388.31,0.1,112.31
ORD1771,2022-08-04 00:00:00,CUST578,Kyle Compton,Asia,UK,CURTA206,Curtain,Home Decor,7,711.8,4384.69,0.12,980.29
ORD1440,2023-04-20 00:00:00,CUST553,Paula Garcia,North America,Germany,LAMP472,Lamp,Home Decor,7,825.4,4795.57,0.17,492.37
ORD1326,2023-08-20 00:00:00,CUST524,Taylor Guerra,Australia,China,NON-F685,Non-Fiction,Books,18,747.02,10488.16,0.22,2425.1
ORD1068,2022-10-15 00:00:00,CUST562,Julie Jimenez,North America,UK,SWEAT174,Sweater,Clothing,20,949.39,14620.61,0.23,3186.95
ORD1912,2022-06-22 00:00:00,CUST587,Amber Walsh,Europe,UK,SWEAT358,Sweater,Clothing,17,30.66,437.82,0.16,126.77
ORD1472,2022-05-08 00:00:00,CUST614,Robert Ross,Australia,UK,HEADP296,Headphones,Electronics,17,131.98,1705.18,0.24,304.34
ORD1555,2023-07-09 00:00:00,CUST634,Joseph Miller,Europe,Brazil,HEADP672,Headphones,Electronics,20,533.48,9069.16,0.15,2415.16
ORD1888,2022-12-15 00:00:00,CUST565,Jennifer Butler,South America,UK,LAMP292,Lamp,Home Decor,9,520.59,4404.19,0.06,984.71
ORD1469,2022-08-19 00:00:00,CUST505,Tricia Lewis,Australia,Australia,COMIC800,Comics,Books,12,195.56,1760.04,0.25,277.86
ORD1563,2022-03-23 00:00:00,CUST538,Lisa Barnes,Asia,Brazil,NON-F500,Non-Fiction,Books,4,23.76,71.28,0.25,7.63
ORD1437,2023-04-30 00:00:00,CUST599,Michelle Hamilton,South America,Australia,FICTI428,Fiction,Books,11,533.18,4164.14,0.29,976.76
ORD1884,2022-11-16 00:00:00,CUST587,Michael Cruz,South America,Germany,FICTI290,Fiction,Books,2,162.68,302.58,0.07,84.52
ORD1499,2022-07-04 00:00:00,CUST521,Michael Zhang,Australia,Canada,NON-F108,Non-Fiction,Books,8,29.02,185.73,0.2,45.58
ORD1735,2022-10-05 00:00:00,CUST526,Hector Webster,North America,Brazil,SWEAT119,Sweater,Clothing,8,571.91,4163.5,0.09,737.18
ORD1032,2023-06-06 00:00:00,CUST619,Mark Allen,Australia,Germany,BIOGR983,Biography,Books,6,44.32,188.8,0.29,20.14
ORD1975,2022-06-13 00:00:00,CUST615,Andrea Wolfe,Europe,UK,MIRRO634,Mirror,Home Decor,18,468.48,8348.31,0.01,1819.39
ORD1239,2023-05-20 00:00:00,CUST644,Angela Harris,Asia,Australia,BIOGR155,Biography,Books,5,797.81,2951.9,0.26,721.71
ORD1632,2023-05-13 00:00:00,CUST578,Rhonda Jimenez,Australia,Germany,NON-F204,Non-Fiction,Books,2,347.83,633.05,0.09,128.97
ORD1902,2022-03-01 00:00:00,CUST667,Stephanie Payne,Asia,China,PHONE796,Phone,Electronics,11,715.3,7081.47,0.1,1221.98
ORD1104,2023-08-25 00:00:00,CUST624,Anthony Floyd,South America,India,JACKE663,Jacket,Clothing,9,312.93,2703.72,0.04,309.22
ORD1201,2023-03-23 00:00:00,CUST535,Anthony Hanna,Asia,USA,TABLE229,Tablet,Electronics,8,916.19,6596.57,0.1,1625.59
ORD1580,2022-01-16 00:00:00,CUST657,Thomas Duncan,North America,Brazil,SWEAT589,Sweater,Clothing,1,371.21,293.26,0.21,81.36
ORD1325,2022-08-29 00:00:00,CUST577,Benjamin Washington,Europe,Australia,CURTA276,Curtain,Home Decor,16,87.72,1319.31,0.06,180.02
ORD1725,2022-06-18 00:00:00,CUST642,Carla White,Asia,Germany,HEADP778,Headphones,Electronics,12,690.18,6874.19,0.17,964.03
ORD1103,2022-10-31 00:00:00,CUST638,Christopher Cantu,Asia,China,JEANS943,Jeans,Clothing,20,298.48,4357.81,0.27,1255.46
ORD1131,2022-06-09 00:00:00,CUST570,Bryan Hull,South America,UK,FICTI647,Fiction,Books,10,873.79,8388.38,0.04,2273.54
ORD1685,2022-04-12 00:00:00,CUST503,Kevin Nguyen,South America,Canada,LAPTO751,Laptop,Electronics,14,83.21,897,0.23,179.97
ORD1692,2022-06-05 00:00:00,CUST616,Anthony Salazar,South America,Brazil,MIRRO534,Mirror,Home Decor,19,218.01,2940.95,0.29,679.97
ORD1908,2023-08-15 00:00:00,CUST617,Zoe Castillo,Europe,Canada,CURTA339,Curtain,Home Decor,5,536.56,2548.66,0.05,360.51
ORD1384,2022-03-28 00:00:00,CUST666,Nicholas Gregory,Australia,Germany,SWEAT643,Sweater,Clothing,9,669.74,5846.83,0.03,805.68
ORD1929,2022-10-21 00:00:00,CUST672,Erin Richardson,North America,Brazil,HEADP820,Headphones,Electronics,18,745.53,12748.56,0.05,2873.69
ORD1940,2022-07-17 00:00:00,CUST551,Richard Montgomery,Australia,UK,COMIC804,Comics,Books,11,173.5,1698.57,0.11,193.16
ORD1446,2022-10-21 00:00:00,CUST676,Kylie Schmidt,Europe,India,CURTA642,Curtain,Home Decor,4,981.19,3571.53,0.09,447.32
